PMID,Title,Abstract,csv_name
39913381,Differential risk of cardiovascular complications in patients with type-2 diabetes mellitus in Ghana: A hospital-based cross-sectional study.,"AIM: To characterize clinically relevant subgroups of patients with type-2 diabetes mellitus (T2DM) based on adiposity, insulin secretion, and resistance indices. METHODS: A cross-sectional study was conducted at Eastern Regional Hospital in Ghana from July to October 2021 to investigate long-term patients with T2DM. To select participants, a systematic random sampling method was employed. Demographic data was collected using a structured questionnaire and fasting blood samples were taken to measure glycemic and lipid levels. Blood pressure and adiposity indices were measured during recruitment. The risk of cardiovascular disease (CVD) was defined using Framingham scores and standard low-density lipoprotein thresholds. To analyze the data, k-means clustering algorithms and regression analysis were used. RESULTS: The study identified three groups in female patients according to body mass index, relative fat mass, glycated hemoglobin, and triglyceride-glucose index. These groups included the obesity-related phenotype, the severe insulin resistance phenotype, and the normal weight phenotype with improved insulin resistance. Among male patients with T2DM, two groups were identified, including the obesity-related phenotype with severe insulin resistance and the normal weight phenotype with improved insulin sensitivity. The severe insulin resistance phenotype in female patients was associated with an increased risk of high CVD (OR = 5.34, 95%CI:2.11-13.55) and metabolic syndrome (OR = 7.07; 95%CI:3.24-15.42). Among male patients, the obesity-related phenotype with severe insulin resistance was associated with an increased intermediate (OR = 21.78, 95%CI:4.17-113.78) and a high-risk CVD (OR = 6.84, 95%CI:1.45-32.12). CONCLUSIONS: The findings highlight significant cardiometabolic heterogeneity among T2DM patients. The subgroups of T2DM patients characterized by obesity and/or severe insulin resistance with or without poor glycemic control, have increased risk of CVD. This underscores the importance of considering differences in adiposity, insulin secretion, and sensitivity indices when making clinical decisions for patients with T2DM.",T2DM
39366807,Research on the causal relationship between fine particulate matter and type 2 diabetes mellitus: A two-sample multivariable mendelian randomization study.,"BACKGROUND AND AIMS: Previous research has suggested a correlation between fine particulate matter (PM2.5) and type 2 diabetes mellitus (T2DM). However, the causality was vulnerable to confounding variables. METHODS AND RESULTS: A two-sample multivariable mendelian randomization study was designed to examine the causal connection between PM2.5 and T2DM. PM2.5 trait was investigated as exposure while T2DM-related traits as outcomes. The summary data were obtained from the Finngen database and the open genome-wide association study database. The mendelian randomization estimates were obtained using the inverse-variance weighted approach, and multiple sensitivity analyses were conducted. There were potential causal relationships between PM2.5 and T2DM (OR = 2.418; P = 0.019), PM2.5 and glycated hemoglobin (HbA1c) (OR = 1.590; P = 0.041), and PM2.5 and insulin metabolism. PM2.5 was found to have no causal effect on fasting glucose and insulin, 2-h glucose, and insulin-like growth factor binding protein-1 (P > 0.05), while had a potential protective effect against some diabetes complications. CONCLUSIONS: Our findings indicated potential causal relationships among PM2.5 and T2DM, especially the causal relationship between PM2.5 and long-term glucose levels.",T2DM
38232082,Causal associations between liver enzymes and diabetic microvascular complications: A univariable and multivariable Mendelian randomization.,"BACKGROUND: Observational studies show that liver enzymes are diabetes risk factors. However, previous observational investigations on the relationship between liver enzymes and diabetic microvascular complications produced contradictory results. The purpose of this research is to examine the independent causal effects of liver enzymes on diabetic microvascular complications. METHODS: Univariable Mendelian randomization (UVMR) and multivariable Mendelian randomization (MVMR) were utilized to disentangle the causal effects. The genome-wide association study (GWAS) summary-level statistics were collected from the UK biobank and the FinnGen consortium. Single nucleotide polymorphisms (SNPs) were selected as genetic instruments with genome-wide significance (p < 5 ×10-8). Five UVMR approaches, including inverse variance weighted (IVW), Bayesian weighted Mendelian randomization, MR-Pleiotropy Residual Sum and Outlier (MR-PRESSO), weighted median, and MR-Egger, and three MVMR approaches, including the extended versions of IVW, MR-Egger, and the Q-minimization methods, were performed to evaluate the causal effects. The robustness of the MR results was further confirmed using several sensitivity analyses. RESULTS: UVMR revealed that a genetically predisposed per standard deviation increase in serum alanine aminotransferase (ALT) level increased the risk of diabetic retinopathy (DR) in type 2 diabetes mellitus (T2DM) (IVW OR = 1.489, 95% CI = 1.206-1.772, p = 0.006). Likewise, serum aspartate aminotransferase (AST) levels showed similar results (IVW OR = 1.376, 95% CI = 1.115-1.638, p = 0.017). Furthermore, these effects were consistent after controlling for glycemia and blood pressure using MVMR analysis. Additionally, sensitivity analyses further strengthened the causality. However, no significant associations were found between alkaline phosphatase (ALP), gamma-glutamyl transferase (GGT), and diabetic microvascular complications. CONCLUSIONS: Robust evidence was demonstrated for an independent causal effect of serum ALT or AST concentration on the risk of DR in T2DM. Further investigations are necessary to elucidate the potential biological mechanisms and confirm their clinical significance for early prevention and intervention.",T2DM
38977979,"The impact of a culturally adapted lifestyle intervention on the glycaemic profile of mothers with GDM one year after delivery - a community-based, cluster randomized trial in Sri Lanka.","BACKGROUND: A woman with a history of GDM has a high risk of developing type two diabetes (T2DM) in her future life. Lifestyle modifications are known to attenuate the progression of GDM to T2DM. Therefore, the aim of this study was to assess the impact of a simple, cost effective, culturally acceptable lifestyle intervention programme on the trajectory towards T2DM in women with a history of GDM. METHODS: This cluster randomized trial was conducted in 100 postpartum women in three selected districts of Sri Lanka. The subjects were divided into intervention (n = 50) and control groups (n = 50) by cluster randomization method. A culturally adapted protocol (comprised of dietary and physical activity modifications) was administered to the intervention group. The glycemic profile was assessed using fasting and 2-hour post-OGTT plasma glucose and HbA1c, and insulin resistance by HOMA-IR at baseline and after one year of intervention. RESULTS: The mean age (SD) of the subjects in the intervention and control groups were 33.0 (5.1) and 34.3 (6.5) years respectively. All glycemic and insulin resistance parameters (i.e. Fasting plasma glucose- FPG, 2-hour post-OGTT plasma glucose, HbA1c and HOMA-ir) were comparable (p > 0.05) between the two groups at baseline. FPG, 2 h post OGTT, HbA1c and HOMA-ir values between intervention vs. control (p) at 12 months were 87.3 vs. 123.2 (< 0.01); 106.5 vs. 156.1 (0.01); 5.3 vs. 6.8 (< 0.01) and 0.9 vs. 2.3 (< 0.01) respectively. All glycemic parameters showed a significant reduction in the intervention group at 12 months compared to baseline. In contrast, the control group showed a significant increase in FPG, 2-hour post-OGTT plasma glucose and HbA1c at 12 months compared to baseline. In multiple linear regression model adjusted for age, parity and family history, the control group showed an approximately 33 times risk of developing insulin resistance compared to the intervention group. CONCLUSION: The culturally acceptable and individualized lifestyle intervention was able to produce remarkable reductions in glycaemic and insulin resistance parameters among postpartum women with a history of GDM. TRIAL REGISTRATION: Ethical clearance was obtained from the Ethics Review Committee of the University of Sri Jayewardenepura, Sri Lanka (ERC 52/14), Sri Lanka Clinical trial registration number Sri Lanka Clinical Trials Registry (SLCTR/2015/021 date 25.09.2015).",T2DM
38330008,Small dense low density lipoprotein predominance in patients with type 2 diabetes mellitus using Mendelian randomization.,"BACKGROUND: Patients with T2DM often suffer from CVD-related complications, significantly impacting morbidity and mortality rates. The upsurge in CVD prevalence among them is partly linked to sd LDL particles. Understanding the mechanisms behind elevated sd LDL levels is critical for preventing and managing cardiovascular complications in diabetes. METHODS: MR was employed to identify instrumental variables and establish causality, exploring underlying mechanisms. RESULTS: Notably, T2DM itself, insulin resistance, and fasting glucose seemingly do not directly impact sd LDL levels. Instead, the presence of T2DM or insulin resistance, leading to reduced HDL cholesterol or elevated TG levels, directly contributes to subsequent sd LDL increases, indicating a comprehensive mediating effect. While LDL cholesterol levels correlate positively with sd LDL, they appear unaffected by T2DM or insulin resistance. Importantly, hypertension induced by T2DM or insulin resistance exhibits a positive effect on sd LDL reversal. Unlike T2DM or insulin resistance, blood glucose levels show no significant impact on all processes. CONCLUSIONS: It is hoped that these insights might influence the treatment of patients with diabetes and the management of blood parameters in clinical practice. Examining the effect of T2DM or insulin resistance on sd LDL within HDL cholesterol and triglycerides pathways might provide valuable insights for targeted cardiovascular treatments. Additionally, the study's exploration of the potential positive effects of elevated blood pressure on sd LDL reversal may introduce novel considerations for blood pressure management in patients with diabetes.",T2DM
